MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 8
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
10,65,748,203,250,0,0,0
11,52,768,203,247,0,0,0
12,60,760,203,262,0,0,0
13,65,754,203,256,0,0,0
14,43,796,203,238,0,0,0
15,62,755,203,260,0,0,0
16,61,788,203,258,0,1,1
17,74,732,203,257,0,0,0
18,67,761,203,248,0,0,0
19,70,757,203,254,0,0,0
20,66,764,203,257,0,1,1
21,90,755,203,258,0,1,1
22,53,792,203,263,0,0,0
23,81,757,203,266,0,1,1
24,62,762,203,259,0,0,0
25,98,731,203,260,0,1,1
26,60,761,203,260,0,0,0
27,58,776,203,266,0,0,0
28,136,744,203,263,0,1,1
29,74,757,203,258,0,0,0
30,51,776,203,265,0,0,0
31,62,730,203,254,0,1,1
32,62,768,203,264,0,1,1
33,41,766,203,260,0,0,0
34,77,744,203,256,0,1,1
35,98,726,203,260,0,1,1
36,64,744,203,261,0,0,0
37,70,743,203,256,0,1,1
38,52,763,203,259,0,0,0
39,61,747,203,255,0,0,0
40,59,754,203,249,0,1,1
41,86,754,203,265,0,1,1
42,39,775,203,255,0,0,0
43,85,755,203,268,0,1,1
44,62,758,203,265,0,0,0
45,65,772,203,267,0,0,0
46,64,750,203,263,0,0,0
47,40,744,203,259,0,0,0
48,51,755,203,251,0,1,1
49,55,747,203,265,0,0,0
50,59,755,203,272,0,0,0
51,39,771,203,252,0,0,0
52,68,783,203,255,0,0,0
53,52,743,203,259,0,0,0
54,43,744,203,264,0,0,0
55,67,770,203,261,0,0,0
56,48,742,203,243,0,0,0
57,73,738,203,261,0,0,0
58,84,740,203,257,0,1,1
59,59,748,203,255,0,0,0
60,59,740,203,260,0,0,0
61,64,738,203,259,0,0,0
62,62,745,203,253,0,0,0
63,65,759,203,258,0,0,0
64,51,768,203,256,0,0,0
65,57,756,203,255,0,0,0
66,125,699,203,263,0,1,1
67,86,765,203,259,0,0,0
68,89,780,203,251,0,0,0
69,52,783,203,257,0,0,0
70,99,743,203,265,0,1,1
71,79,730,203,259,0,0,0
72,64,737,203,259,0,0,0
73,62,740,203,258,0,0,0
74,33,789,203,263,0,0,0
75,57,750,203,260,0,0,0
76,50,750,203,259,0,0,0
77,67,737,203,256,0,0,0
78,72,749,203,257,0,0,0
79,77,766,203,255,0,0,0
80,89,716,203,255,0,1,1
81,70,747,203,262,0,0,0
82,94,736,203,251,0,1,1
83,61,774,203,264,0,0,0
84,77,777,203,265,0,0,0
85,55,756,203,245,0,0,0
86,47,765,203,256,0,0,0
87,64,723,203,249,0,0,0
88,50,743,203,256,0,0,0
89,76,759,203,257,0,0,0
90,104,751,203,250,0,1,1
91,98,746,203,256,0,1,1
92,49,760,203,261,0,0,0
93,71,753,203,257,0,0,0
94,56,748,203,256,0,0,0
95,41,733,203,256,0,0,0
96,92,756,203,259,0,0,0
97,70,759,203,264,0,1,1
98,58,762,203,262,0,1,1
99,81,757,203,262,0,0,0
100,84,747,203,259,0,1,1
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 17
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,88,743,203,267,0,0,0
2,64,737,203,244,0,0,0
3,71,753,203,248,0,1,1
4,68,764,203,250,0,0,0
5,107,709,203,257,0,1,1
6,58,743,203,258,0,0,0
7,48,754,203,244,0,0,0
8,69,727,203,269,0,0,0
9,43,724,203,265,0,0,0
10,64,721,203,259,0,1,1
11,41,715,203,255,0,0,0
12,60,737,203,246,0,0,0
13,70,750,203,256,0,0,0
14,79,682,203,251,0,1,1
15,39,707,203,265,0,0,0
16,49,707,203,262,0,0,0
17,80,693,203,261,0,1,1
18,52,671,203,249,0,0,0
19,63,689,203,252,0,0,0
20,54,743,203,267,0,0,0
21,84,729,203,258,0,0,0
22,60,745,203,277,0,0,0
23,53,729,203,265,0,0,0
24,109,705,203,267,0,1,1
25,87,722,203,258,0,0,0
26,78,745,203,268,0,0,0
27,74,751,203,265,0,0,0
28,100,695,203,267,0,0,0
29,85,704,203,239,0,1,1
30,88,723,203,252,0,0,0
31,55,701,203,264,0,0,0
32,87,699,203,243,0,0,0
33,81,715,203,257,0,0,0
34,62,747,203,249,0,1,1
35,68,749,203,256,0,0,0
36,66,738,203,265,0,0,0
37,64,744,203,263,0,0,0
38,82,680,203,249,0,0,0
39,56,725,203,254,0,0,0
40,93,719,203,267,0,0,0
41,75,718,203,265,0,1,1
42,88,702,203,249,0,0,0
43,71,731,203,260,0,1,1
44,57,705,203,248,0,0,0
45,63,736,203,261,0,0,0
46,54,725,203,265,0,0,0
47,33,701,203,263,0,0,0
48,54,716,203,262,0,0,0
49,54,724,203,248,0,1,1
50,55,719,203,252,0,0,0
51,52,699,203,251,0,1,1
52,63,740,203,241,0,1,1
53,77,724,203,258,0,0,0
54,41,764,203,258,0,0,0
55,56,719,203,256,0,0,0
56,54,739,203,266,0,0,0
57,80,723,203,259,0,0,0
58,86,745,203,257,0,0,0
59,65,740,203,267,0,0,0
60,67,732,203,260,0,0,0
61,55,707,203,258,0,0,0
62,50,721,203,266,0,0,0
63,65,705,203,251,0,1,1
64,56,668,203,244,0,0,0
65,57,705,203,264,0,0,0
66,69,711,203,251,0,0,0
67,75,708,203,248,0,0,0
68,101,687,203,251,0,1,1
69,83,721,203,251,0,0,0
70,62,712,203,265,0,1,1
71,99,732,203,262,0,1,1
72,57,709,203,254,0,0,0
73,52,713,203,251,0,0,0
74,54,690,203,250,0,0,0
75,83,724,203,261,0,0,0
76,70,678,203,251,0,0,0
77,51,702,203,247,0,0,0
78,95,693,203,257,0,1,1
79,101,716,203,251,0,1,1
80,63,740,203,265,0,1,1
81,79,725,203,246,0,0,0
82,47,743,203,266,0,0,0
83,39,708,203,250,0,0,0
84,66,749,203,251,0,1,1
85,54,770,203,274,0,1,1
86,60,761,203,255,0,0,0
87,39,714,203,260,0,0,0
88,48,712,203,265,0,1,1
89,72,672,203,253,0,1,1
90,81,693,203,247,0,0,0
91,66,714,203,254,0,0,0
92,81,730,203,264,0,1,1
93,67,698,203,240,0,1,1
94,48,731,203,264,0,0,0
95,55,715,203,267,0,0,0
96,67,699,203,262,0,0,0
97,48,709,203,257,0,0,0
98,65,755,203,255,0,0,0
99,51,712,203,247,0,0,0
100,50,721,203,256,0,0,0
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 18
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,69,726,203,263,0,1,1
2,58,746,203,251,0,0,0
3,72,699,203,249,0,0,0
4,108,702,203,243,0,1,1
5,79,663,203,246,0,1,1
6,66,721,203,253,0,0,0
7,77,699,203,235,0,1,1
8,89,665,203,250,0,1,1
9,78,675,203,250,0,1,1
10,56,683,203,255,0,1,1
11,75,677,203,252,0,1,1
12,62,685,203,260,0,0,0
13,90,720,203,261,0,0,0
14,86,741,203,255,0,1,1
15,66,732,203,256,0,1,1
16,68,724,203,258,0,0,0
17,69,714,203,261,0,0,0
18,74,710,203,251,0,1,1
19,74,715,203,250,0,1,1
20,62,711,203,250,0,1,1
21,71,735,203,255,0,1,1
22,56,671,203,250,0,0,0
23,39,693,203,260,0,0,0
24,73,662,203,254,0,0,0
25,81,687,203,250,0,1,1
26,51,686,203,248,0,0,0
27,74,726,203,262,0,1,1
28,77,723,203,251,0,1,1
29,93,751,203,254,0,1,1
30,52,684,203,256,0,1,1
31,73,709,203,254,0,1,1
32,74,714,203,253,0,1,1
33,31,771,203,253,0,0,0
34,65,684,203,262,0,0,0
35,64,731,203,245,0,1,1
36,73,671,203,247,0,1,1
37,78,733,203,262,0,1,1
38,68,691,203,251,0,0,0
39,62,727,203,256,0,0,0
40,71,760,203,251,0,1,1
41,52,760,203,263,0,0,0
42,74,742,203,243,0,1,1
43,92,754,203,252,0,1,1
44,74,756,203,259,0,1,1
45,66,692,203,249,0,1,1
46,78,693,203,244,0,1,1
47,54,618,203,247,0,1,1
48,59,700,203,248,0,0,0
49,58,727,203,256,0,0,0
50,33,734,203,259,0,0,0
51,54,697,203,259,0,1,1
52,54,739,203,247,0,1,1
53,53,734,203,251,0,0,0
54,62,686,203,254,0,1,1
55,75,684,203,258,0,0,0
56,50,728,203,259,0,1,1
57,50,732,203,254,0,0,0
58,91,706,203,259,0,1,1
59,51,721,203,256,0,0,0
60,62,637,203,245,0,0,0
61,61,703,203,249,0,0,0
62,74,715,203,250,0,1,1
63,74,657,203,261,0,1,1
64,50,665,203,248,0,1,1
65,86,677,203,269,0,1,1
66,69,664,203,246,0,1,1
67,72,678,203,249,0,1,1
68,66,716,203,243,0,0,0
69,76,688,203,247,0,1,1
70,57,686,203,256,0,0,0
71,80,690,203,243,0,1,1
72,93,700,203,250,0,1,1
73,86,683,203,250,0,1,1
74,50,716,203,250,0,0,0
75,89,716,203,262,0,1,1
76,76,743,203,256,0,1,1
77,104,740,203,258,0,1,1
78,63,743,203,255,0,0,0
79,82,733,203,248,0,0,0
80,93,682,203,238,0,1,1
81,49,751,203,246,0,1,1
82,70,699,203,247,0,0,0
83,59,763,203,248,0,0,0
84,77,738,203,256,0,1,1
85,66,666,203,249,0,1,1
86,65,715,203,256,0,0,0
87,59,691,203,262,0,1,1
88,55,690,203,253,0,1,1
89,55,697,203,256,0,0,0
90,51,710,203,253,0,0,0
91,47,747,203,249,0,1,1
92,71,762,203,263,0,0,0
93,54,753,203,245,0,0,0
94,62,727,203,245,0,1,1
95,72,726,203,255,0,1,1
96,93,685,203,253,0,0,0
97,71,740,203,254,0,1,1
98,69,728,203,257,0,1,1
99,102,714,203,256,0,0,0
100,46,680,203,254,0,0,0
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 19
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,72,751,203,252,0,0,0
2,110,765,203,250,0,1,1
3,57,752,203,239,0,0,0
4,66,730,203,236,0,0,0
5,68,752,203,247,0,0,0
6,62,724,203,249,0,0,0
7,100,726,203,234,0,0,0
8,97,745,203,254,0,1,1
9,56,764,203,256,0,1,1
10,106,676,203,246,0,1,1
11,63,747,203,254,0,0,0
12,41,741,203,254,0,1,1
13,75,766,203,264,0,1,1
14,94,713,203,255,0,1,1
15,48,752,203,251,0,0,0
16,42,713,203,247,0,0,0
17,58,759,203,243,0,0,0
18,44,704,203,242,0,0,0
19,62,652,203,245,0,1,1
20,67,717,203,250,0,1,1
21,62,673,203,245,0,1,1
22,54,721,203,244,0,0,0
23,48,711,203,254,0,1,1
24,40,715,203,247,0,0,0
25,69,691,203,236,0,1,1
26,41,670,203,255,0,0,0
27,35,689,203,252,0,1,1
28,33,672,203,242,0,0,0
29,37,703,203,266,0,0,0
30,38,685,203,253,0,0,0
31,35,691,203,252,0,0,0
32,68,687,203,246,0,1,1
33,43,754,203,263,0,1,1
34,92,729,203,253,0,1,1
35,55,759,203,247,0,0,0
36,51,713,203,256,0,1,1
37,49,721,203,257,0,1,1
38,54,750,203,250,0,1,1
39,76,744,203,252,0,1,1
40,53,725,203,247,0,1,1
41,60,731,203,247,0,0,0
42,56,764,203,253,0,0,0
43,59,737,203,253,0,0,0
44,38,763,203,245,0,0,0
45,128,702,203,243,0,1,1
46,63,703,203,248,0,0,0
47,48,698,203,253,0,0,0
48,53,710,203,254,0,0,0
49,58,699,203,260,0,1,1
50,66,749,203,260,0,1,1
51,59,695,203,250,0,1,1
52,44,747,203,269,0,1,1
53,27,643,203,249,0,1,1
54,76,732,203,243,0,1,1
55,45,756,203,257,0,0,0
56,41,749,203,250,0,0,0
57,84,704,203,257,0,0,0
58,66,723,203,254,0,0,0
59,77,729,203,252,0,1,1
60,54,762,203,254,0,0,0
61,64,736,203,254,0,1,1
62,66,779,203,255,0,1,1
63,57,734,203,249,0,1,1
64,72,716,203,253,0,1,1
65,71,702,203,237,0,1,1
66,74,679,203,245,0,1,1
67,60,759,203,251,0,0,0
68,63,747,203,252,0,1,1
69,74,746,203,260,0,1,1
70,64,781,203,255,0,0,0
71,54,794,203,260,0,0,0
72,53,806,203,253,0,0,0
73,65,782,203,259,0,1,1
74,73,765,203,255,0,1,1
75,52,777,203,237,0,0,0
76,82,739,203,252,0,1,1
77,62,767,203,252,0,1,1
78,102,739,203,256,0,0,0
79,109,778,203,245,0,1,1
80,80,778,203,238,0,0,0
81,91,739,203,254,0,0,0
82,83,706,203,247,0,0,0
83,45,701,203,263,0,1,1
84,71,665,203,250,0,1,1
85,65,768,203,249,0,0,0
86,63,732,203,250,0,0,0
87,60,700,203,257,0,0,0
88,67,733,203,250,0,1,1
89,72,707,203,249,0,1,1
90,74,740,203,252,0,0,0
91,57,743,203,251,0,1,1
92,63,727,203,256,0,1,1
93,42,771,203,262,0,0,0
94,68,732,203,248,0,1,1
95,59,765,203,257,0,1,1
96,66,740,203,254,0,0,0
97,65,722,203,246,0,0,0
98,57,704,203,247,0,1,1
99,37,667,203,253,0,1,1
100,106,672,203,255,0,1,1
MVS0409.02L SIGMA 100 Measurements per MVS | MVS Nr.: 20
MeasurementNr.,Pulses,Hightime[ms],t_vibration[ms],t_responce[ms],open_before_vibr[bool],open_after_vibr[bool],bad[bool]
1,44,703,203,257,0,0,0
2,28,661,203,246,0,0,0
3,44,696,203,245,0,0,0
4,48,681,203,252,0,0,0
5,75,680,203,250,0,1,1
6,50,690,203,253,0,0,0
7,46,695,203,248,0,0,0
8,49,673,203,244,0,0,0
9,34,683,203,258,0,0,0
10,48,683,203,246,0,0,0
11,64,727,203,255,0,0,0
12,82,715,203,256,0,0,0
13,87,720,203,264,0,0,0
14,80,731,203,249,0,0,0
15,64,718,203,267,0,0,0
16,68,729,203,272,0,0,0
17,54,715,203,271,0,0,0
18,56,709,203,267,0,0,0
19,43,683,203,249,0,0,0
20,47,660,203,253,0,0,0
21,23,699,203,266,0,0,0
22,34,666,203,255,0,0,0
23,40,642,203,246,0,0,0
24,36,662,203,250,0,0,0
25,40,653,203,249,0,0,0
26,46,697,203,247,0,0,0
27,72,731,203,257,0,0,0
28,61,732,203,250,0,0,0
29,55,752,203,264,0,0,0
30,47,742,203,259,0,0,0
31,44,714,203,271,0,0,0
32,44,683,203,236,0,0,0
33,47,642,203,251,0,0,0
34,37,665,203,255,0,0,0
35,36,708,203,268,0,0,0
36,31,701,203,251,0,0,0
37,53,699,203,244,0,0,0
38,61,696,203,259,0,0,0
39,55,698,203,264,0,0,0
40,33,695,203,254,0,0,0
41,45,631,203,251,0,0,0
42,47,727,203,256,0,0,0
43,52,683,203,263,0,0,0
44,47,681,203,246,0,0,0
45,47,665,203,242,0,0,0
46,62,687,203,250,0,0,0
47,37,674,203,249,0,0,0
48,52,709,203,266,0,0,0
49,52,676,203,240,0,0,0
50,26,658,203,265,0,0,0
51,40,664,203,244,0,0,0
52,45,711,203,256,0,0,0
53,50,651,203,250,0,0,0
54,60,686,203,251,0,0,0
55,46,684,203,259,0,0,0
56,21,703,203,262,0,0,0
57,59,714,203,249,0,0,0
58,63,728,203,272,0,0,0
59,70,712,203,263,0,0,0
60,63,739,203,261,0,0,0
61,69,707,203,270,0,0,0
62,43,670,203,266,0,0,0
63,53,658,203,245,0,0,0
64,22,715,203,262,0,0,0
65,39,668,203,257,0,0,0
66,38,672,203,250,0,0,0
67,38,629,203,249,0,0,0
68,32,638,203,249,0,0,0
69,45,639,203,251,0,0,0
70,33,644,203,255,0,0,0
71,37,691,203,254,0,0,0
72,51,703,203,254,0,0,0
73,32,702,203,258,0,0,0
74,62,692,203,249,0,0,0
75,55,718,203,253,0,0,0
76,28,713,203,259,0,0,0
77,49,711,203,268,0,0,0
78,39,651,203,247,0,0,0
79,31,657,203,265,0,0,0
80,42,658,203,245,0,0,0
81,44,634,203,249,0,0,0
82,36,615,203,254,0,0,0
83,28,685,203,243,0,0,0
84,43,721,203,247,0,0,0
85,36,718,203,251,0,0,0
86,55,726,203,249,0,0,0
87,58,745,203,252,0,0,0
88,45,732,203,268,0,0,0
89,46,689,203,252,0,0,0
90,51,701,203,266,0,0,0
91,46,729,203,266,0,0,0
92,54,709,203,256,0,0,0
93,60,680,203,255,0,0,0
94,48,661,203,251,0,1,1
95,60,716,203,245,0,0,0
96,63,683,203,256,0,0,0
97,31,690,203,256,0,0,0
98,48,680,203,250,0,0,0
99,58,645,203,248,0,0,0
100,48,684,203,265,0,0,0
